iata,icao,name,location,time,country
EKT,ESSU,Eskilstuna Airport,"Eskilstuna, Sweden",UTC+01:00,Sweden
EKX,KEKX,Elizabethtown Regional Airport (Addington Field),"Elizabethtown, Kentucky, United States",UTC−05:00,United States
ELA,KELA,Eagle Lake Airport,"Eagle Lake, Texas, United States",UTC−06:00,United States
ELB,SKBC,Las Flores Airport,"El Banco, Colombia",UTC−05:00,Colombia
ELC,YELD,Elcho Island Airport,"Elcho Island, Northern Territory, Australia",UTC+09:30,Australia
ELD,KELD,South Arkansas Regional Airport at Goodwin Field,"El Dorado, Arkansas, United States",UTC−06:00,United States
ELE,Not Available,El Real Airport,"El Real, Panama",UTC−05:00,Panama
ELF,HSFS,El Fasher Airport,"El Fasher, Sudan",UTC+03:00,Sudan
ELG,DAUE,El Golea Airport,"El Goléa, Algeria",UTC+01:00,Algeria
ELH,MYEH,North Eleuthera Airport,"North Eleuthera, Eleuthera Island, Bahamas",UTC−05:00,Bahamas
ELI,PFEL,Elim Airport,"Elim, Alaska, United States",UTC−09:00,United States
ELJ,SVWX[3],El Recreo Airport,"El Recreo, Colombia",UTC−05:00,Colombia
ELK,KELK,Elk City Regional Business Airport,"Elk City, Oklahoma, United States",UTC−06:00,United States
ELL,FAER,Ellisras Airport,"Ellisras, South Africa",UTC+02:00,South Africa
ELM,KELM,Elmira/Corning Regional Airport,"Elmira / Corning, New York, United States",UTC−05:00,United States
ELN,KELN,Bowers Field,"Ellensburg, Washington, United States",UTC−08:00,United States
ELO,SATD,Eldorado Airport,"Eldorado, Misiones, Argentina",UTC−03:00,Argentina
ELP,KELP,El Paso International Airport,"El Paso, Texas, United States",UTC−07:00,United States
ELQ,OEGS,Prince Nayef bin Abdulaziz Regional Airport,"Buraidah, Saudi Arabia",UTC+03:00,Saudi Arabia
ELR,Not Available,Elelim Airport,"Elelim, Indonesia",UTC+09:00,Indonesia
ELS,FAEL,East London Airport,"East London, South Africa",UTC+02:00,South Africa
ELT,HETR,El Tor Airport,"El Tor, Egypt",UTC+02:00,Egypt
ELU,DAUO,Guemar Airport,"El Oued, Algeria",UTC+01:00,Algeria
ELV,PAEL,Elfin Cove Seaplane Base,"Elfin Cove, Alaska, United States",UTC−09:00,United States
ELW,Not Available,Ellamar Seaplane Base (FAA: 1Z9),"Ellamar, Alaska, United States",UTC−09:00,United States
ELX,Not Available,El Tigre Airport,"El Tigre, Venezuela",UTC−04:00,Venezuela
ELY,KELY,Ely Airport,"Ely, Nevada, United States",UTC−08:00,United States
ELZ,KELZ,Wellsville Municipal Airport (Tarantine Field),"Wellsville, New York, United States",UTC−05:00,United States
EMA,EGNX,East Midlands Airport,"Nottingham / Leicester / Derby, England, United Kingdom",UTC±00:00,United Kingdom
EMD,YEML,Emerald Airport,"Emerald, Queensland, Australia",UTC+10:00,Australia
EME,EDWE,Emden Airport,"Emden, Lower Saxony, Germany",UTC+01:00,Germany
EMG,FAEM,Empangeni Airport,"Empangeni, South Africa",UTC+02:00,South Africa
EMI,AYEE,Emirau Airport,"Emirau Island, Papua New Guinea",UTC+10:00,Papua New Guinea
EMK,PAEM,Emmonak Airport (FAA: ENM),"Emmonak, Alaska, United States",UTC−09:00,United States
EML,LSME,Emmen Air Base,"Emmen, Switzerland",UTC+01:00,Switzerland
EMM,KEMM,Kemmerer Municipal Airport,"Kemmerer, Wyoming, United States",UTC−07:00,United States
EMN,GQNI,Néma Airport,"Néma, Mauritania",UTC±00:00,Mauritania
EMO,AYEO,Emo Airport,"Emo, Papua New Guinea",UTC+10:00,Papua New Guinea
EMP,KEMP,Emporia Municipal Airport,"Emporia, Kansas, United States",UTC−06:00,United States
EMS,AYEB,Embessa Airport,"Embessa, Papua New Guinea",UTC+10:00,Papua New Guinea
EMT,KEMT,San Gabriel Valley Airport,"El Monte, California, United States",UTC−08:00,United States
EMX,SAVD,El Maitén Airport,"El Maitén, Chubut, Argentina",UTC−03:00,Argentina
EMY,HEMN,El Minya Airport,"El Minya, Egypt",UTC+02:00,Egypt
ENA,PAEN,Kenai Municipal Airport,"Kenai, Alaska, United States",UTC−09:00,United States
ENB,YEEB,Eneabba Airport,"Eneabba, Western Australia, Australia",UTC+08:00,Australia
ENC,LFSN,Nancy-Essey Airport,"Nancy, Lorraine, France",UTC+01:00,France
END,KEND,Vance Air Force Base,"Enid, Oklahoma, United States",UTC−06:00,United States
ENE,WATE,H. Hasan Aroeboesman Airport,"Ende, Indonesia",UTC+08:00,Indonesia
ENF,EFET,Enontekiö Airport,"Enontekiö, Finland",UTC+02:00,Finland
ENH,ZHES,Enshi Xujiaping Airport,"Enshi, Hubei, China",UTC+08:00,China
ENI,RPEN,El Nido Airport,"El Nido, Philippines",UTC+08:00,Philippines
ENJ,Not Available,El Naranjo Airport,"El Naranjo, Guatemala",UTC−06:00,Guatemala
ENK,EGAB,Enniskillen/St Angelo Airport,"Enniskillen, Northern Ireland, United Kingdom",UTC±00:00,United Kingdom
ENL,KENL,Centralia Municipal Airport,"Centralia, Illinois, United States",UTC−06:00,United States
ENN,PANN,Nenana Municipal Airport,"Nenana, Alaska, United States",UTC−09:00,United States
ENO,SGEN,Teniente Amin Ayub Gonzalez Airport,"Encarnacion, Paraguay",UTC−04:00,Paraguay
ENS,EHTW,Enschede Airport Twente,"Enschede, Netherlands",UTC+01:00,Netherlands
ENT,PKMA,Enewetak Auxiliary Airfield,"Enewetak, Marshall Islands",UTC+12:00,Marshall Islands
ENU,DNEN,Akanu Ibiam International Airport,"Enugu, Nigeria",UTC+01:00,Nigeria
ENV,KENV,Wendover Airport,"Wendover, Utah, United States",UTC−07:00,United States
ENW,KENW,Kenosha Regional Airport,"Kenosha, Wisconsin, United States",UTC−06:00,United States
ENY,ZLYA,Yan'an Nanniwan Airport,"Yan'an, Shaanxi, China",UTC+08:00,China
EOH,SKMD,Olaya Herrera Airport,"Medellín, Colombia",UTC−05:00,Colombia
EOI,EGED,Eday Airport,"Eday, Scotland, United Kingdom",UTC±00:00,United Kingdom
EOK,KEOK,Keokuk Municipal Airport,"Keokuk, Iowa, United States",UTC−06:00,United States
EOR,SVED,El Dorado Airport,"El Dorado, Venezuela",UTC−04:00,Venezuela
EOS,KEOS,Neosho Hugh Robinson Airport,"Neosho, Missouri, United States",UTC−06:00,United States
EOZ,SVEZ,Elorza Airport,"Elorza, Venezuela",UTC−04:00,Venezuela
EPA,SADP,El Palomar Airport[1],"El Palomar, Buenos Aires, Argentina",UTC−03:00,Argentina
EPG,Not Available,Browns Airport (FAA: NE69),"Weeping Water, Nebraska, United States",UTC−06:00,United States
EPH,KEPH,Ephrata Municipal Airport,"Ephrata, Washington, United States",UTC−08:00,United States
EPL,LFSG,Épinal – Mirecourt Airport,"Épinal / Mirecourt, Lorraine, France",UTC+01:00,France
EPN,Not Available,Epéna Airport,"Epéna, Republic of the Congo",UTC+01:00,Republic of the Congo
EPR,YESP,Esperance Airport,"Esperance, Western Australia, Australia",UTC+08:00,Australia
EPS,MDAB,Arroyo Barril Airport,"Samaná, Dominican Republic",UTC−04:00,Dominican Republic
EPT,AYEL,Eliptamin Airport,"Eliptamin, Papua New Guinea",UTC+10:00,Papua New Guinea
EPU,EEPU,Pärnu Airport,"Pärnu, Estonia",UTC+02:00,Estonia
EQS,SAVE,Esquel Airport,"Esquel, Chubut, Argentina",UTC−03:00,Argentina
ERA,HCMU,Erigavo Airport,"Erigavo, Somalia",UTC+03:00,Somalia
ERB,YERN,Pukatja Airport (Ernabella Airport),"Pukatja, South Australia, Australia",UTC+09:30,Australia
ERC,LTCD,Erzincan Airport,"Erzincan, Turkey",UTC+03:00,Turkey
ERD,UKDB,Berdiansk Airport,"Berdiansk, Ukraine",UTC+02:00,Ukraine
ERE,AYEV,Erave Airport,"Erave, Papua New Guinea",UTC+10:00,Papua New Guinea
ERF,EDDE,Erfurt–Weimar Airport,"Erfurt, Thuringia, Germany",UTC+01:00,Germany
ERG,UIKE,Erbogachen Airport,"Yerbogachen, Irkutsk Oblast, Russia",UTC+08:00,Russia
ERH,GMFK,Moulay Ali Cherif Airport,"Errachidia, Morocco",UTC±00:00,Morocco
ERI,KERI,Erie International Airport (Tom Ridge Field),"Erie, Pennsylvania, United States",UTC−05:00,United States
ERL,ZBER,Erenhot Saiwusu International Airport,"Erenhot, Inner Mongolia, China",UTC+08:00,China
ERM,SSER,Erechim Airport,"Erechim, Rio Grande do Sul, Brazil",UTC−03:00,Brazil
ERN,SWEI,Eirunepé Airport (Amaury Feitosa Tomaz Airport),"Eirunepé, Amazonas, Brazil",UTC−05:00,Brazil
ERQ,YESE,Elrose Airport,"Eloise Copper Mine, Queensland, Australia",UTC+10:00,Australia
ERR,KERR,Errol Airport,"Errol, New Hampshire, United States",UTC−05:00,United States
ERS,FYWE,Eros Airport,"Windhoek, Namibia",UTC+01:00,Namibia
ERT,Not Available,Erdenet Airport,"Erdenet, Mongolia",UTC+08:00,Mongolia
ERU,AYER,Erume Airport,"Erume, Papua New Guinea",UTC+10:00,Papua New Guinea
ERV,KERV,Kerrville Municipal Airport (Louis Schreiner Field),"Kerrville, Texas, United States",UTC−06:00,United States
ERZ,LTCE,Erzurum Airport,"Erzurum, Turkey",UTC+03:00,Turkey
ESA,Not Available,Esa'ala Airport,"Esa'ala, Papua New Guinea",UTC+10:00,Papua New Guinea
ESB,LTAC,Esenboğa International Airport,"Ankara, Turkey",UTC+03:00,Turkey
ESC,KESC,Delta County Airport,"Escanaba, Michigan, United States",UTC−05:00,United States
ESD,KORS,Orcas Island Airport (FAA: ORS),"Eastsound, Washington, United States",UTC−08:00,United States
ESE,MMES,Ensenada Airport,"Ensenada, Baja California, Mexico",UTC−08:00,Mexico
ESF,KESF,Esler Airfield (Esler Regional Airport),"Alexandria, Louisiana, United States",UTC−06:00,United States
ESG,SGME,Dr. Luis María Argaña International Airport,"Mariscal Estigarribia, Paraguay",UTC−04:00,Paraguay
ESH,EGKA,Shoreham Airport (Brighton City Airport),"Shoreham-by-Sea, England, United Kingdom",UTC±00:00,United Kingdom
ESI,Not Available,Espinosa Airport,"Espinosa, Minas Gerais, Brazil",UTC−03:00,Brazil
ESK,LTBI,Eskişehir Airport,"Eskişehir, Turkey",UTC+03:00,Turkey
ESL,URWI,Elista Airport,"Elista, Kalmykia, Russia",UTC+03:00,Russia
ESM,SETN,Carlos Concha Torres International Airport,"Esmeraldas, Ecuador",UTC−05:00,Ecuador
ESN,KESN,Easton Airport (Newnam Field),"Easton, Maryland, United States",UTC−05:00,United States
ESO,Not Available,Ohkay Owingeh Airport (FAA: E14),"Española, New Mexico, United States",UTC−07:00,United States
ESP,Not Available,Stroudsburg–Pocono Airport[1] (FAA: N53),"East Stroudsburg, Pennsylvania, United States",UTC−05:00,United States
ESR,SCES,Ricardo García Posada Airport,"El Salvador, Chile",UTC−04:00,Chile
ESS,EDLE,Essen/Mülheim Airport,"Essen, North Rhine-Westphalia, Germany",UTC+01:00,Germany
EST,KEST,Estherville Municipal Airport,"Estherville, Iowa, United States",UTC−06:00,United States
ESU,GMMI,Essaouira-Mogador Airport,"Essaouira, Morocco",UTC±00:00,Morocco
ESW,KESW,Easton State Airport,"Easton, Washington, United States",UTC−08:00,United States
ETB,KETB,West Bend Municipal Airport,"West Bend, Wisconsin, United States",UTC−06:00,United States
ETD,YEDA,Etadunna Airport,"Etadunna, South Australia, Australia",UTC+09:30,Australia
ETE,HAMM,Genda Wuha Airport,"Metemma, Ethiopia",UTC+03:00,Ethiopia
ETH,LLET,J. Hozman Airport,"Eilat, Israel",UTC+02:00,Israel
ETM,LLER,Ramon Airport,"Eilat, Israel",UTC+02:00,Israel
ETN,KETN,Eastland Municipal Airport,"Eastland, Texas, United States",UTC−06:00,United States
ETR,SERO,Santa Rosa International Airport,"Santa Rosa, Ecuador",UTC−05:00,Ecuador
ETS,KEDN,Enterprise Municipal Airport (FAA: EDN),"Enterprise, Alabama, United States",UTC−06:00,United States
ETZ,LFJL,Metz–Nancy–Lorraine Airport,"Metz / Nancy, Lorraine, France",UTC+01:00,France
EUA,NFTE,Eua Airport (Kaufana Airport),"Eua, Tonga",UTC+13:00,Tonga
EUC,YECL,Eucla Airport,"Eucla, Western Australia, Australia",UTC+08:00,Australia
EUE,Not Available,Eureka Airport (FAA: 05U),"Eureka, Nevada, United States",UTC−08:00,United States
EUF,KEUF,Weedon Field,"Eufaula, Alabama, United States",UTC−06:00,United States
EUG,KEUG,Eugene Airport (Mahlon Sweet Airport),"Eugene, Oregon, United States",UTC−08:00,United States
EUM,EDHN,Neumünster Airport,"Neumünster, Schleswig-Holstein, Germany",UTC+01:00,Germany
EUN,GMML,Hassan I Airport,"Laayoune, Morocco",UTC±00:00,Morocco
EUO,Not Available,Paratebueno Airport[1],"Paratebueno, Colombia",UTC−05:00,Colombia
EUQ,RPVS,Evelio Javier Airport (Antique Airport),"San Jose de Buenavista, Philippines",UTC+08:00,Philippines
EUX,TNCE,F. D. Roosevelt Airport,"Oranjestad, Sint Eustatius, Caribbean Netherlands",UTC−04:00,Caribbean Netherlands
EVA,Not Available,Ben Bruce Memorial Airpark (FAA: 4TE8),"Evadale, Texas, United States",UTC−06:00,United States
EVD,Not Available,Eva Downs Airport,"Eva Downs, Northern Territory, Australia",UTC+09:30,Australia
EVE,ENEV,"Harstad/Narvik Airport, Evenes","Harstad / Narvik, Norway",UTC+01:00,Norway
EVG,ESND,Sveg Airport,"Sveg, Sweden",UTC+01:00,Sweden
EVH,YEVD,Evans Head Memorial Aerodrome,"Evans Head, New South Wales, Australia",UTC+10:00,Australia
EVM,KEVM,Eveleth-Virginia Municipal Airport,"Eveleth, Minnesota, United States",UTC−06:00,United States
EVN,UDYZ,Zvartnots International Airport,"Yerevan, Armenia",UTC+04:00,Armenia
EVV,KEVV,Evansville Regional Airport,"Evansville, Indiana, United States",UTC−06:00,United States
EVW,KEVW,Evanston-Uinta County Burns Field,"Evanston, Wyoming, United States",UTC−07:00,United States
EVX,LFOE,Évreux-Fauville Air Base,"Évreux, Upper Normandy, France",UTC+01:00,France
EWB,KEWB,New Bedford Regional Airport,"New Bedford / Fall River, Massachusetts, United States",UTC−05:00,United States
EWE,Not Available,Ewer Airport,"Ewer, Indonesia",UTC+09:00,Indonesia
EWI,WABT,Enarotali Airport,"Enarotali, Indonesia",UTC+09:00,Indonesia
EWK,KEWK,Newton City/County Airport,"Newton, Kansas, United States",UTC−06:00,United States
EWN,KEWN,Coastal Carolina Regional Airport,"New Bern, North Carolina, United States",UTC−05:00,United States
EWO,FCOE,Ewo Airport,"Ewo, Republic of the Congo",UTC+01:00,Republic of the Congo
EWR,KEWR,Newark Liberty International Airport,"Newark, New Jersey, United States",UTC−05:00,United States
EXI,Not Available,Excursion Inlet Seaplane Base,"Excursion Inlet, Alaska, United States",UTC−09:00,United States
EXM,YEXM,Exmouth Airport,"Exmouth, Western Australia, Australia",UTC+08:00,Australia
EXT,EGTE,Exeter International Airport,"Exeter, England, United Kingdom",UTC±00:00,United Kingdom
EYK,USHQ,Beloyarsk Airport,"Beloyarsky, Khanty-Mansi Autonomous Okrug, Russia",UTC+05:00,Russia
EYL,GAYE,Yélimané Airport,"Yélimané, Mali",UTC±00:00,Mali
EYP,SKYP,El Alcaraván Airport,"Yopal, Colombia",UTC−05:00,Colombia
EYR,Not Available,Yerington Municipal Airport[1] (FAA: O43),"Yerington, Nevada, United States",UTC−08:00,United States
EYS,HKES,Eliye Springs Airport,"Eliye Springs, Kenya",UTC+03:00,Kenya
EYW,KEYW,Key West International Airport,"Key West, Florida, United States",UTC−05:00,United States
EZE,SAEZ,Ministro Pistarini International Airport,"Buenos Aires, Argentina",UTC−03:00,Argentina
EZS,LTCA,Elazığ Airport,"Elazığ, Turkey",UTC+03:00,Turkey
EZV,Not Available,Beryozovo Airport[1],"Beryozovo, Khanty-Mansi Autonomous Okrug, Russia",UTC+05:00,Russia
FAA,GUFH,Faranah Airport,"Faranah, Guinea",UTC±00:00,Guinea
FAB,EGLF,Farnborough Airport,"Farnborough, England, United Kingdom",UTC±00:00,United Kingdom
FAC,NTKF,Faaite Airport,"Faaite, Tuamotus, French Polynesia",UTC−10:00,French Polynesia
FAE,EKVG,Vágar Airport,"Vágar, Faroe Islands",UTC±00:00,Faroe Islands
FAF,KFAF,Felker Army Airfield,"Fort Eustis, Virginia, United States",UTC−05:00,United States
FAG,BIFM,Fagurhólsmýri Airport,"Fagurhólsmýri, Iceland",UTC±00:00,Iceland
FAH,OAFR,Farah Airport,"Farah, Afghanistan",UTC+04:30,Afghanistan
FAI,PAFA,Fairbanks International Airport,"Fairbanks, Alaska, United States",UTC−09:00,United States
FAJ,TJFA,Diego Jiménez Torres Airport (FAA: X95),"Fajardo, Puerto Rico, United States",UTC−04:00,United States
FAK,Not Available,False Island Seaplane Base (FAA: 2Z6),"False Island, Alaska, United States",UTC−09:00,United States
FAM,KFAM,Farmington Regional Airport,"Farmington, Missouri, United States",UTC−06:00,United States
FAO,LPFR,Faro Airport,"Faro, Portugal",UTC±00:00,Portugal
FAQ,AYFR,Frieda River Airport,"Frieda River, Papua New Guinea",UTC+10:00,Papua New Guinea
FAR,KFAR,Hector International Airport,"Fargo, North Dakota, United States",UTC−06:00,United States
FAS,BIFF,Fáskrúðsfjörður Airport,"Fáskrúðsfjörður, Iceland",UTC±00:00,Iceland
FAT,KFAT,Fresno Yosemite International Airport,"Fresno, California, United States",UTC−08:00,United States
FAU,OOFD,Fahud Airport[1],"Fahud, Oman",UTC+04:00,Oman
FAV,NTGF,Fakarava Airport,"Fakarava, Tuamotus, French Polynesia",UTC−10:00,French Polynesia
FAY,KFAY,Fayetteville Regional Airport (Grannis Field),"Fayetteville, North Carolina, United States",UTC−05:00,United States
FAZ,OISF,Fasa Airport[1],"Fasa, Iran",UTC+03:30,Iran
FBA,SWOB,Fonte Boa Airport[1],"Fonte Boa, Amazonas, Brazil",UTC−05:00,Brazil
FBD,OAFZ,Fayzabad Airport,"Fayzabad, Afghanistan",UTC+04:30,Afghanistan
FBE,SSFB,Francisco Beltrão Airport (Paulo Abdala Airport),"Francisco Beltrão, Paraná, Brazil",UTC−03:00,Brazil
FBG,KFBG,Simmons Army Airfield,"Fort Liberty, North Carolina, United States",UTC−05:00,United States
FBK,PAFB,Ladd Army Airfield,"Fairbanks, Alaska, United States",UTC−09:00,United States
FBL,KFBL,Faribault Municipal Airport,"Faribault, Minnesota, United States",UTC−06:00,United States
FBM,FZQA,Lubumbashi International Airport,"Lubumbashi, Democratic Republic of the Congo",UTC+02:00,Democratic Republic of the Congo
FBR,KFBR,Fort Bridger Airport,"Fort Bridger, Wyoming, United States",UTC−07:00,United States
FBS,Not Available,Friday Harbor Seaplane Base (FAA: W33),"Friday Harbor, Washington, United States",UTC−08:00,United States
FBY,KFBY,Fairbury Municipal Airport,"Fairbury, Nebraska, United States",UTC−06:00,United States
FCA,KGPI,Glacier Park International Airport (FAA: GPI),"Kalispell, Montana, United States",UTC−07:00,United States
FCB,FAFB,Ficksburg Airport,"Ficksburg, South Africa",UTC+02:00,South Africa
FCH,KFCH,Fresno Chandler Executive Airport,"Fresno, California, United States",UTC−08:00,United States
FCM,KFCM,Flying Cloud Airport,"Eden Prairie, Minnesota, United States",UTC−06:00,United States
FCN,ETMN,Sea-Airport Cuxhaven/Nordholz,"Cuxhaven, Lower Saxony, Germany",UTC+01:00,Germany
FCO,LIRF,Leonardo da Vinci–Fiumicino Airport,"Rome, Lazio, Italy",UTC+01:00,Italy
FCS,KFCS,Butts Army Airfield (Fort Carson),"Colorado Springs, Colorado, United States",UTC−07:00,United States
FCY,KFCY,Forrest City Municipal Airport,"Forrest City, Arkansas, United States",UTC−06:00,United States
FDE,ENBL,"Førde Airport, Bringeland","Førde, Norway",UTC+01:00,Norway
FDF,TFFF,Martinique Aimé Césaire International Airport,"Fort-de-France, Martinique",UTC−04:00,Martinique
FDH,EDNY,Friedrichshafen Airport (Bodensee Airport),"Friedrichshafen, Baden-Württemberg, Germany",UTC+01:00,Germany
FDK,KFDK,Frederick Municipal Airport,"Frederick, Maryland, United States",UTC−05:00,United States
FDR,KFDR,Frederick Regional Airport,"Frederick, Oklahoma, United States",UTC−06:00,United States
FDU,FZBO,Bandundu Airport,"Bandundu, Democratic Republic of the Congo",UTC+01:00,Democratic Republic of the Congo
FDY,KFDY,Findlay Airport,"Findlay, Ohio, United States",UTC−05:00,United States
FEA,Not Available,Fetlar Airport,"Fetlar, Scotland, United Kingdom",UTC±00:00,United Kingdom
FEB,VNSR,Sanfebagar Airport,"Sanfebagar, Nepal",UTC+05:45,Nepal
FEC,SNJD,Feira de Santana Airport (Gov. João Durval Carneiro Airport),"Feira de Santana, Bahia, Brazil",UTC−03:00,Brazil
FEG,UTKF,Fergana International Airport,"Fergana, Uzbekistan",UTC+05:00,Uzbekistan
FEJ,SNOU,Feijó Airport,"Feijó, Acre, Brazil",UTC−05:00,Brazil
FEK,DIFK,Ferkessédougou Airport,"Ferkessédougou, Ivory Coast",UTC±00:00,Ivory Coast
FEL,ETSF,Fürstenfeldbruck Air Base,"Fürstenfeldbruck, Bavaria, Germany",UTC+01:00,Germany
FEN,SBFN,Fernando de Noronha Airport (Gov. Carlos Wilson Airport),"Fernando de Noronha, Pernambuco, Brazil",UTC−02:00,Brazil
FEP,KFEP,Albertus Airport,"Freeport, Illinois, United States",UTC−06:00,United States
FET,KFET,Fremont Municipal Airport,"Fremont, Nebraska, United States",UTC−06:00,United States
